0.000000 0.000000
0.000112 0.000000
0.000225 0.000000
0.000337 0.000000
0.000449 0.000000
0.000562 0.000000
0.000674 0.000000
0.000787 0.000000
0.000899 0.000000
0.001011 0.000000
0.001124 0.000000
0.001236 0.000000
0.001348 0.000000
0.001461 0.000000
0.001573 0.000000
0.001685 0.000000
0.001798 0.000000
0.001910 0.000000
0.002022 0.000000
0.002135 0.000000
0.002247 0.000000
0.002360 0.000000
0.002472 0.000000
0.002584 0.000000
0.002697 0.000000
0.002809 0.000000
0.002921 0.000000
0.003034 0.000000
0.003146 0.000000
0.003258 0.000000
0.003371 0.000000
0.003483 0.000000
0.003596 0.000000
0.003708 0.000000
0.003820 0.000000
0.003933 0.000000
0.004045 0.000000
0.004157 0.000000
0.004270 0.000000
0.004382 0.000000
0.004494 0.000000
0.004607 0.000000
0.004719 0.000000
0.004831 0.000000
0.004944 0.000000
0.005056 0.000000
0.005169 0.000000
0.005281 0.000000
0.005393 0.000000
0.005506 0.000000
0.005618 0.000000
0.005730 0.000000
0.005843 0.000000
0.005955 0.000000
0.006067 0.000000
0.006180 0.000000
0.006292 0.000000
0.006404 0.000000
0.006517 0.000000
0.006629 0.000000
0.006742 0.000000
0.006854 0.000000
0.006966 0.000000
0.007079 0.000000
0.007191 0.000000
0.007303 0.000000
0.007416 0.000000
0.007528 0.000000
0.007640 0.000000
0.007753 0.000000
0.007865 0.000000
0.007978 0.000000
0.008090 0.000000
0.008202 0.000000
0.008315 0.000000
0.008427 0.000000
0.008539 0.000000
0.008652 0.000000
0.008764 0.000000
0.008876 0.000000
0.008989 0.000000
0.009101 0.000000
0.009213 0.000000
0.009326 0.000000
0.009438 0.000000
0.009551 0.000000
0.009663 0.000000
0.009775 0.000000
0.009888 0.000000
0.010000 0.000000
0.010112 0.000000
0.010225 0.000000
0.010337 0.000000
0.010449 0.000000
0.010562 0.000000
0.010674 0.000000
0.010787 0.000000
0.010899 0.000000
0.011011 0.000000
0.011124 0.000000
0.011236 -0.005080
0.011348 -0.481653
0.011461 0.311753
0.011573 1.008182
0.011685 1.631213
0.011798 1.801796
0.011910 2.268793
0.012022 2.428662
0.012135 1.614298
0.012247 2.552092
0.012360 2.610952
0.012472 3.122963
0.012584 3.300467
0.012697 3.482771
0.012809 4.818234
0.012921 3.771676
0.013034 4.184174
0.013146 4.210840
0.013258 4.566720
0.013371 4.829392
0.013483 4.998091
0.013596 4.980974
0.013708 5.023007
0.013820 4.548502
0.013933 5.053729
0.014045 4.824871
0.014157 5.074813
0.014270 5.234544
0.014382 4.495594
0.014494 4.466089
0.014607 4.798610
0.014719 4.574000
0.014831 4.820596
0.014944 4.040800
0.015056 4.214050
0.015169 4.094791
0.015281 3.674493
0.015393 3.426815
0.015506 3.661198
0.015618 3.156580
0.015730 3.121164
0.015843 3.063967
0.015955 2.524170
0.016067 1.983710
0.016180 1.718037
0.016292 1.392791
0.016404 1.422545
0.016517 0.938736
0.016629 0.721174
0.016742 0.348724
0.016854 0.301027
0.016966 0.196680
0.017079 -0.583644
0.017191 -1.163016
0.017303 -1.138015
0.017416 -1.307143
0.017528 -2.092819
0.017640 -2.045868
0.017753 -2.200237
0.017865 -2.917038
0.017978 -3.663473
0.018090 -3.399508
0.018202 -2.846579
0.018315 -3.013209
0.018427 -4.185679
0.018539 -4.123667
0.018652 -3.868378
0.018764 -4.960747
0.018876 -4.451741
0.018989 -4.991193
0.019101 -4.903635
0.019213 -4.844520
0.019326 -5.088602
0.019438 -4.640132
0.019551 -5.083518
0.019663 -5.196147
0.019775 -4.903962
0.019888 -4.800251
0.020000 -4.840761
0.020112 -4.536005
0.020225 -4.782401
0.020337 -4.528254
0.020449 -3.917756
0.020562 -4.261763
0.020674 -3.816170
0.020787 -3.498454
0.020899 -3.956336
0.021011 -3.678241
0.021124 -3.348683
0.021236 -3.070061
0.021348 -2.094943
0.021461 -2.361322
0.021573 -2.134204
0.021685 -1.587983
0.021798 -2.043984
0.021910 -1.387226
0.022022 -1.017845
0.022135 -0.861521
0.022247 -0.788859
0.022360 -0.440416
0.022472 -0.167755
0.022584 0.317094
0.022697 0.525190
0.022809 0.564543
0.022921 1.218001
0.023034 1.444665
0.023146 1.712977
0.023258 2.248840
0.023371 2.409031
0.023483 3.054724
0.023596 3.282703
0.023708 3.166153
0.023820 3.425210
0.023933 3.709461
0.024045 3.779833
0.024157 4.100204
0.024270 4.749744
0.024382 3.943038
0.024494 4.473133
0.024607 4.841805
0.024719 4.840030
0.024831 4.756380
0.024944 5.292010
0.025056 5.047441
0.025169 4.504853
0.025281 5.168850
0.025393 4.589315
0.025506 5.640785
0.025618 4.783440
0.025730 5.143333
0.025843 4.979236
0.025955 4.136572
0.026067 4.200461
0.026180 4.241340
0.026292 3.617108
0.026404 4.169574
0.026517 3.803578
0.026629 3.670162
0.026742 2.974930
0.026854 3.423393
0.026966 3.273170
0.027079 2.665086
0.027191 2.510550
0.027303 2.094075
0.027416 2.112217
0.027528 1.583064
0.027640 1.148385
